Time,room_radiator_window_withoutpe.room_temperature
8000,21.25
8001,21.2389
8001,21.2389
8002,21.2279
8002,21.2279
8003,21.2169
8003,21.2169
8004,21.206
8004,21.206
8005,21.1951
8005,21.1951
8006,21.1842
8006,21.1842
8007,21.1734
8007,21.1734
8008,21.1626
8008,21.1626
8009,21.1518
8009,21.1518
8010,21.1411
8010,21.1411
8011,21.1303
8011,21.1303
8012,21.1197
8012,21.1197
8013,21.109
8013,21.109
8014,21.0984
8014,21.0984
8015,21.0879
8015,21.0879
8016,21.0775
8016,21.0775
8017,21.067
8017,21.067
8018,21.0566
8018,21.0566
8019,21.0462
8019,21.0462
8020,21.0359
8020,21.0359
8021,21.0256
8021,21.0256
8022,21.0153
8022,21.0153
8023,21.005
8023,21.005
8024,20.9949
8024,20.9949
8025,20.9849
8025,20.9849
8026,20.975
8026,20.975
8027,20.9651
8027,20.9651
8028,20.9552
8028,20.9552
8029,20.9453
8029,20.9453
8030,20.9355
8030,20.9355
8031,20.9257
8031,20.9257
8032,20.9159
8032,20.9159
8033,20.9062
8033,20.9062
8034,20.8966
8034,20.8966
8035,20.8872
8035,20.8872
8036,20.8779
8036,20.8779
8037,20.8685
8037,20.8685
8038,20.8592
8038,20.8592
8039,20.85
8039,20.85
8040,20.8407
8040,20.8407
8041,20.8315
8041,20.8315
8042,20.8223
8042,20.8223
8043,20.8132
8043,20.8132
8044,20.8041
8044,20.8041
8045,20.795
8045,20.795
8046,20.786
8046,20.786
8047,20.777
8047,20.777
8048,20.768
8048,20.768
8049,20.7591
8049,20.7591
8050,20.7502
8050,20.7502
8051,20.7413
8051,20.7413
8052,20.7324
8052,20.7324
8053,20.7236
8053,20.7236
8054,20.7148
8054,20.7148
8055,20.7061
8055,20.7061
8056,20.6974
8056,20.6974
8057,20.6887
8057,20.6887
8058,20.6801
8058,20.6801
8059,20.6715
8059,20.6715
8060,20.6629
8060,20.6629
8061,20.6543
8061,20.6543
8062,20.6458
8062,20.6458
8063,20.6374
8063,20.6374
8064,20.6292
8064,20.6292
8065,20.621
8065,20.621
8066,20.6128
8066,20.6128
8067,20.6046
8067,20.6046
8068,20.5965
8068,20.5965
8069,20.5884
8069,20.5884
8070,20.5803
8070,20.5803
8071,20.5723
8071,20.5723
8072,20.5643
8072,20.5643
8073,20.5564
8073,20.5564
8074,20.5489
8074,20.5489
8075,20.5413
8075,20.5413
8076,20.5338
8076,20.5338
8077,20.5262
8077,20.5262
8078,20.5188
8078,20.5188
8079,20.5113
8079,20.5113
8080,20.5038
8080,20.5038
8081,20.4964
8081,20.4964
8082,20.489
8082,20.489
8083,20.4818
8083,20.4818
8084,20.4749
8084,20.4749
8085,20.468
8085,20.468
8086,20.4611
8086,20.4611
8087,20.4543
8087,20.4543
8088,20.4474
8088,20.4474
8089,20.4406
8089,20.4406
8090,20.4338
8090,20.4338
8091,20.4271
8091,20.4271
8092,20.4203
8092,20.4203
8093,20.4138
8093,20.4138
8094,20.4076
8094,20.4076
8095,20.4014
8095,20.4014
8096,20.3953
8096,20.3953
8097,20.3891
8097,20.3891
8098,20.383
8098,20.383
8099,20.3769
8099,20.3769
8100,20.3708
8100,20.3708
8101,20.3647
8101,20.3647
8102,20.3587
8102,20.3587
8103,20.3528
8103,20.3528
8104,20.3471
8104,20.3471
8105,20.3414
8105,20.3414
8106,20.3358
8106,20.3358
8107,20.3301
8107,20.3301
8108,20.3245
8108,20.3245
8109,20.3189
8109,20.3189
8110,20.3133
8110,20.3133
8111,20.3077
8111,20.3077
8112,20.302
8112,20.302
8113,20.2962
8113,20.2962
8114,20.2905
8114,20.2905
8115,20.2847
8115,20.2847
8116,20.279
8116,20.279
8117,20.2733
8117,20.2733
8118,20.2676
8118,20.2676
8119,20.262
8119,20.262
8120,20.2563
8120,20.2563
8121,20.2507
8121,20.2507
8122,20.2449
8122,20.2449
8123,20.239
8123,20.239
8124,20.2332
8124,20.2332
8125,20.2273
8125,20.2273
8126,20.2215
8126,20.2215
8127,20.2157
8127,20.2157
8128,20.2099
8128,20.2099
8129,20.2041
8129,20.2041
8130,20.1983
8130,20.1983
8131,20.1926
8131,20.1926
8132,20.1869
8132,20.1869
8133,20.1812
8133,20.1812
8134,20.1756
8134,20.1756
8135,20.17
8135,20.17
8136,20.1644
8136,20.1644
8137,20.1589
8137,20.1589
8138,20.1533
8138,20.1533
8139,20.1478
8139,20.1478
8140,20.1423
8140,20.1423
8141,20.1368
8141,20.1368
8142,20.1313
8142,20.1313
8143,20.1257
8143,20.1257
8144,20.1202
8144,20.1202
8145,20.1147
8145,20.1147
8146,20.1092
8146,20.1092
8147,20.1037
8147,20.1037
8148,20.0982
8148,20.0982
8149,20.0928
8149,20.0928
8150,20.0874
8150,20.0874
8151,20.082
8151,20.082
8152,20.0765
8152,20.0765
8153,20.0709
8153,20.0709
8154,20.0653
8154,20.0653
8155,20.0598
8155,20.0598
8156,20.0543
8156,20.0543
8157,20.0488
8157,20.0488
8158,20.0433
8158,20.0433
8159,20.0378
8159,20.0378
8160,20.0324
8160,20.0324
8161,20.0269
8161,20.0269
8162,20.0214
8162,20.0214
8163,20.0159
8163,20.0159
8164,20.0103
8164,20.0103
8165,20.0048
8165,20.0048
8166,19.9993
8166,19.9993
8167,19.9938
8167,19.9938
8168,19.9883
8168,19.9883
8169,19.9829
8169,19.9829
8170,19.9774
8170,19.9774
8171,19.972
8171,19.972
8172,19.9667
8172,19.9667
8173,19.9615
8173,19.9615
8174,19.9562
8174,19.9562
8175,19.9511
8175,19.9511
8176,19.9459
8176,19.9459
8177,19.9407
8177,19.9407
8178,19.9356
8178,19.9356
8179,19.9304
8179,19.9304
8180,19.9253
8180,19.9253
8181,19.9201
8181,19.9201
8182,19.9149
8182,19.9149
8183,19.9097
8183,19.9097
8184,19.9045
8184,19.9045
8185,19.8993
8185,19.8993
8186,19.8942
8186,19.8942
8187,19.889
8187,19.889
8188,19.8839
8188,19.8839
8189,19.8788
8189,19.8788
8190,19.8737
8190,19.8737
8191,19.8687
8191,19.8687
8192,19.8637
8192,19.8637
8193,19.8588
8193,19.8588
8194,19.8539
8194,19.8539
8195,19.849
8195,19.849
8196,19.8442
8196,19.8442
8197,19.8393
8197,19.8393
8198,19.8345
8198,19.8345
8199,19.8297
8199,19.8297
8200,19.8248
8200,19.8248
8201,19.8201
8201,19.8201
8202,19.8155
8202,19.8155
8203,19.8108
8203,19.8108
8204,19.8062
8204,19.8062
8205,19.8016
8205,19.8016
8206,19.797
8206,19.797
8207,19.7924
8207,19.7924
8208,19.7879
8208,19.7879
8209,19.7833
8209,19.7833
8210,19.7788
8210,19.7788
8211,19.7743
8211,19.7743
8212,19.7699
8212,19.7699
8213,19.7655
8213,19.7655
8214,19.7612
8214,19.7612
8215,19.7568
8215,19.7568
8216,19.7525
8216,19.7525
8217,19.7481
8217,19.7481
8218,19.7438
8218,19.7438
8219,19.7395
8219,19.7395
8220,19.7352
8220,19.7352
8221,19.731
8221,19.731
8222,19.7268
8222,19.7268
8223,19.7227
8223,19.7227
8224,19.7185
8224,19.7185
8225,19.7144
8225,19.7144
8226,19.7103
8226,19.7103
8227,19.7061
8227,19.7061
8228,19.702
8228,19.702
8229,19.698
8229,19.698
8230,19.6939
8230,19.6939
8231,19.6899
8231,19.6899
8232,19.686
8232,19.686
8233,19.6821
8233,19.6821
8234,19.6782
8234,19.6782
8235,19.6743
8235,19.6743
8236,19.6705
8236,19.6705
8237,19.6666
8237,19.6666
8238,19.6628
8238,19.6628
8239,19.659
8239,19.659
8240,19.6552
8240,19.6552
8241,19.6516
8241,19.6516
8242,19.6482
8242,19.6482
8243,19.6448
8243,19.6448
8244,19.6415
8244,19.6415
8245,19.6381
8245,19.6381
8246,19.6348
8246,19.6348
8247,19.6315
8247,19.6315
8248,19.6281
8248,19.6281
8249,19.6248
8249,19.6248
8250,19.6216
8250,19.6216
8251,19.6185
8251,19.6185
8252,19.6154
8252,19.6154
8253,19.6123
8253,19.6123
8254,19.6092
8254,19.6092
8255,19.6061
8255,19.6061
8256,19.603
8256,19.603
8257,19.5999
8257,19.5999
8258,19.5968
8258,19.5968
8259,19.5938
8259,19.5938
8260,19.5906
8260,19.5906
8261,19.5873
8261,19.5873
8262,19.584
8262,19.584
8263,19.5806
8263,19.5806
8264,19.5773
8264,19.5773
8265,19.5741
8265,19.5741
8266,19.5708
8266,19.5708
8267,19.5675
8267,19.5675
8268,19.5642
8268,19.5642
8269,19.561
8269,19.561
8270,19.5577
8270,19.5577
8271,19.5543
8271,19.5543
8272,19.551
8272,19.551
8273,19.5477
8273,19.5477
8274,19.5443
8274,19.5443
8275,19.541
8275,19.541
8276,19.5377
8276,19.5377
8277,19.5344
8277,19.5344
8278,19.5311
8278,19.5311
8279,19.5279
8279,19.5279
8280,19.5245
8280,19.5245
8281,19.5212
8281,19.5212
8282,19.5179
8282,19.5179
8283,19.5145
8283,19.5145
8284,19.5112
8284,19.5112
8285,19.5079
8285,19.5079
8286,19.5046
8286,19.5046
8287,19.5013
8287,19.5013
8288,19.498
8288,19.498
8289,19.4947
8289,19.4947
8290,19.4914
8290,19.4914
8291,19.4879
8291,19.4879
8292,19.4845
8292,19.4845
8293,19.4811
8293,19.4811
8294,19.4777
8294,19.4777
8295,19.4743
8295,19.4743
8296,19.4709
8296,19.4709
8297,19.4675
8297,19.4675
8298,19.4641
8298,19.4641
8299,19.4608
8299,19.4608
8300,19.4574
8300,19.4574
8301,19.4539
8301,19.4539
8302,19.4504
8302,19.4504
8303,19.4469
8303,19.4469
8304,19.4434
8304,19.4434
8305,19.4399
8305,19.4399
8306,19.4365
8306,19.4365
8307,19.433
8307,19.433
8308,19.4296
8308,19.4296
8309,19.4262
8309,19.4262
8310,19.4228
8310,19.4228
8311,19.4194
8311,19.4194
8312,19.416
8312,19.416
8313,19.4127
8313,19.4127
8314,19.4093
8314,19.4093
8315,19.406
8315,19.406
8316,19.4027
8316,19.4027
8317,19.3994
8317,19.3994
8318,19.3961
8318,19.3961
8319,19.3928
8319,19.3928
8320,19.3896
8320,19.3896
8321,19.3865
8321,19.3865
8322,19.3833
8322,19.3833
8323,19.3801
8323,19.3801
8324,19.377
8324,19.377
8325,19.3739
8325,19.3739
8326,19.3707
8326,19.3707
8327,19.3676
8327,19.3676
8328,19.3645
8328,19.3645
8329,19.3615
8329,19.3615
8330,19.3586
8330,19.3586
8331,19.3556
8331,19.3556
8332,19.3527
8332,19.3527
8333,19.3498
8333,19.3498
8334,19.3469
8334,19.3469
8335,19.344
8335,19.344
8336,19.3411
8336,19.3411
8337,19.3383
8337,19.3383
8338,19.3354
8338,19.3354
8339,19.3328
8339,19.3328
8340,19.3305
8340,19.3305
8341,19.3281
8341,19.3281
8342,19.3258
8342,19.3258
8343,19.3235
8343,19.3235
8344,19.3212
8344,19.3212
8345,19.3189
8345,19.3189
8346,19.3166
8346,19.3166
8347,19.3144
8347,19.3144
8348,19.3121
8348,19.3121
8349,19.3099
8349,19.3099
8350,19.3078
8350,19.3078
8351,19.3058
8351,19.3058
8352,19.3037
8352,19.3037
8353,19.3016
8353,19.3016
8354,19.2996
8354,19.2996
8355,19.2976
8355,19.2976
8356,19.2955
8356,19.2955
8357,19.2935
8357,19.2935
8358,19.2914
8358,19.2914
8359,19.2897
8359,19.2897
8360,19.2882
8360,19.2882
8361,19.2868
8361,19.2868
8362,19.2853
8362,19.2853
8363,19.2839
8363,19.2839
8364,19.2824
8364,19.2824
8365,19.281
8365,19.281
8366,19.2796
8366,19.2796
8367,19.2781
8367,19.2781
8368,19.2767
8368,19.2767
8369,19.2755
8369,19.2755
8370,19.2746
8370,19.2746
8371,19.2736
8371,19.2736
8372,19.2727
8372,19.2727
8373,19.2718
8373,19.2718
8374,19.2708
8374,19.2708
8375,19.2699
8375,19.2699
8376,19.269
8376,19.269
8377,19.2681
8377,19.2681
8378,19.2671
8378,19.2671
8379,19.2661
8379,19.2661
8380,19.2651
8380,19.2651
8381,19.2641
8381,19.2641
8382,19.2631
8382,19.2631
8383,19.2621
8383,19.2621
8384,19.2611
8384,19.2611
8385,19.2602
8385,19.2602
8386,19.2592
8386,19.2592
8387,19.2582
8387,19.2582
8388,19.2573
8388,19.2573
8389,19.2565
8389,19.2565
8390,19.2557
8390,19.2557
8391,19.255
8391,19.255
8392,19.2542
8392,19.2542
8393,19.2534
8393,19.2534
8394,19.2526
8394,19.2526
8395,19.2518
8395,19.2518
8396,19.251
8396,19.251
8397,19.2503
8397,19.2503
8398,19.2494
8398,19.2494
8399,19.2484
8399,19.2484
8400,19.2474
8400,19.2474
8401,19.2464
8401,19.2464
8402,19.2454
8402,19.2454
8403,19.2444
8403,19.2444
8404,19.2434
8404,19.2434
8405,19.2424
8405,19.2424
8406,19.2415
8406,19.2415
8407,19.2405
8407,19.2405
8408,19.2393
8408,19.2393
8409,19.2381
8409,19.2381
8410,19.2368
8410,19.2368
8411,19.2355
8411,19.2355
8412,19.2343
8412,19.2343
8413,19.233
8413,19.233
8414,19.2317
8414,19.2317
8415,19.2305
8415,19.2305
8416,19.2292
8416,19.2292
8417,19.228
8417,19.228
8418,19.2268
8418,19.2268
8419,19.2256
8419,19.2256
8420,19.2245
8420,19.2245
8421,19.2234
8421,19.2234
8422,19.2223
8422,19.2223
8423,19.2212
8423,19.2212
8424,19.22
8424,19.22
8425,19.2189
8425,19.2189
8426,19.2178
8426,19.2178
8427,19.2167
8427,19.2167
8428,19.2156
8428,19.2156
8429,19.2145
8429,19.2145
8430,19.2134
8430,19.2134
8431,19.2123
8431,19.2123
8432,19.2112
8432,19.2112
8433,19.2101
8433,19.2101
8434,19.209
8434,19.209
8435,19.2079
8435,19.2079
8436,19.2068
8436,19.2068
8437,19.2058
8437,19.2058
8438,19.2047
8438,19.2047
8439,19.2037
8439,19.2037
8440,19.2026
8440,19.2026
8441,19.2016
8441,19.2016
8442,19.2006
8442,19.2006
8443,19.1995
8443,19.1995
8444,19.1985
8444,19.1985
8445,19.1975
8445,19.1975
8446,19.1964
8446,19.1964
8447,19.1954
8447,19.1954
8448,19.1944
8448,19.1944
8449,19.1933
8449,19.1933
8450,19.1923
8450,19.1923
8451,19.1912
8451,19.1912
8452,19.1902
8452,19.1902
8453,19.1892
8453,19.1892
8454,19.1881
8454,19.1881
8455,19.1871
8455,19.1871
8456,19.1861
8456,19.1861
8457,19.1852
8457,19.1852
8458,19.1845
8458,19.1845
8459,19.1837
8459,19.1837
8460,19.183
8460,19.183
8461,19.1823
8461,19.1823
8462,19.1815
8462,19.1815
8463,19.1808
8463,19.1808
8464,19.1801
8464,19.1801
8465,19.1794
8465,19.1794
8466,19.1786
8466,19.1786
8467,19.1779
8467,19.1779
8468,19.1772
8468,19.1772
8469,19.1764
8469,19.1764
8470,19.1757
8470,19.1757
8471,19.175
8471,19.175
8472,19.1742
8472,19.1742
8473,19.1735
8473,19.1735
8474,19.1728
8474,19.1728
8475,19.1721
8475,19.1721
8476,19.1714
8476,19.1714
8477,19.1706
8477,19.1706
8478,19.1697
8478,19.1697
8479,19.1688
8479,19.1688
8480,19.1679
8480,19.1679
8481,19.1671
8481,19.1671
8482,19.1662
8482,19.1662
8483,19.1653
8483,19.1653
8484,19.1645
8484,19.1645
8485,19.1636
8485,19.1636
8486,19.1627
8486,19.1627
8487,19.1619
8487,19.1619
8488,19.1611
8488,19.1611
8489,19.1602
8489,19.1602
8490,19.1594
8490,19.1594
8491,19.1586
8491,19.1586
8492,19.1578
8492,19.1578
8493,19.157
8493,19.157
8494,19.1561
8494,19.1561
8495,19.1553
8495,19.1553
8496,19.1545
8496,19.1545
8497,19.1535
8497,19.1535
8498,19.1523
8498,19.1523
8499,19.1512
8499,19.1512
8500,19.15
8500,19.15
8501,19.1488
8501,19.1488
8502,19.1477
8502,19.1477
8503,19.1465
8503,19.1465
8504,19.1453
8504,19.1453
8505,19.1442
8505,19.1442
8506,19.143
8506,19.143
8507,19.142
8507,19.142
8508,19.1411
8508,19.1411
8509,19.1402
8509,19.1402
8510,19.1394
8510,19.1394
8511,19.1385
8511,19.1385
8512,19.1376
8512,19.1376
8513,19.1367
8513,19.1367
8514,19.1359
8514,19.1359
8515,19.135
8515,19.135
8516,19.1341
8516,19.1341
8517,19.1333
8517,19.1333
8518,19.1325
8518,19.1325
8519,19.1317
8519,19.1317
8520,19.1309
8520,19.1309
8521,19.1301
8521,19.1301
8522,19.1293
8522,19.1293
8523,19.1285
8523,19.1285
8524,19.1276
8524,19.1276
8525,19.1268
8525,19.1268
8526,19.126
8526,19.126
8527,19.125
8527,19.125
8528,19.1241
8528,19.1241
8529,19.1231
8529,19.1231
8530,19.1222
8530,19.1222
8531,19.1212
8531,19.1212
8532,19.1203
8532,19.1203
8533,19.1194
8533,19.1194
8534,19.1184
8534,19.1184
8535,19.1175
8535,19.1175
8536,19.1165
8536,19.1165
8537,19.1155
8537,19.1155
8538,19.1145
8538,19.1145
8539,19.1134
8539,19.1134
8540,19.1124
8540,19.1124
8541,19.1114
8541,19.1114
8542,19.1104
8542,19.1104
8543,19.1093
8543,19.1093
8544,19.1083
8544,19.1083
8545,19.1073
8545,19.1073
8546,19.1063
8546,19.1063
8547,19.1052
8547,19.1052
8548,19.1042
8548,19.1042
8549,19.1031
8549,19.1031
8550,19.1021
8550,19.1021
8551,19.101
8551,19.101
8552,19.1
8552,19.1
8553,19.0989
8553,19.0989
8554,19.0979
8554,19.0979
8555,19.0968
8555,19.0968
8556,19.0958
8556,19.0958
8557,19.0947
8557,19.0947
8558,19.0936
8558,19.0936
8559,19.0925
8559,19.0925
8560,19.0914
8560,19.0914
8561,19.0903
8561,19.0903
8562,19.0893
8562,19.0893
8563,19.0882
8563,19.0882
8564,19.0871
8564,19.0871
8565,19.0861
8565,19.0861
8566,19.0849
8566,19.0849
8567,19.0838
8567,19.0838
8568,19.0826
8568,19.0826
8569,19.0814
8569,19.0814
8570,19.0802
8570,19.0802
8571,19.0791
8571,19.0791
8572,19.0779
8572,19.0779
8573,19.0767
8573,19.0767
8574,19.0756
8574,19.0756
8575,19.0744
8575,19.0744
8576,19.0732
8576,19.0732
8577,19.072
8577,19.072
8578,19.0708
8578,19.0708
8579,19.0696
8579,19.0696
8580,19.0684
8580,19.0684
8581,19.0672
8581,19.0672
8582,19.066
8582,19.066
8583,19.0648
8583,19.0648
8584,19.0636
8584,19.0636
8585,19.0624
8585,19.0624
8586,19.0612
8586,19.0612
8587,19.06
8587,19.06
8588,19.0588
8588,19.0588
8589,19.0577
8589,19.0577
8590,19.0565
8590,19.0565
8591,19.0553
8591,19.0553
8592,19.0541
8592,19.0541
8593,19.053
8593,19.053
8594,19.0518
8594,19.0518
8595,19.0506
8595,19.0506
8596,19.0494
8596,19.0494
8597,19.0482
8597,19.0482
8598,19.047
8598,19.047
8599,19.0458
8599,19.0458
8600,19.0446
8600,19.0446
8601,19.0434
8601,19.0434
8602,19.0422
8602,19.0422
8603,19.041
8603,19.041
8604,19.0398
8604,19.0398
8605,19.0386
8605,19.0386
8606,19.0373
8606,19.0373
8607,19.036
8607,19.036
8608,19.0347
8608,19.0347
8609,19.0334
8609,19.0334
8610,19.0321
8610,19.0321
8611,19.0308
8611,19.0308
8612,19.0295
8612,19.0295
8613,19.0283
8613,19.0283
8614,19.027
8614,19.027
8615,19.0257
8615,19.0257
8616,19.0243
8616,19.0243
8617,19.023
8617,19.023
8618,19.0216
8618,19.0216
8619,19.0203
8619,19.0203
8620,19.019
8620,19.019
8621,19.0176
8621,19.0176
8622,19.0163
8622,19.0163
8623,19.015
8623,19.015
8624,19.0137
8624,19.0137
8625,19.0124
8625,19.0124
8626,19.0112
8626,19.0112
8627,19.0099
8627,19.0099
8628,19.0087
8628,19.0087
8629,19.0075
8629,19.0075
8630,19.0062
8630,19.0062
8631,19.005
8631,19.005
8632,19.0038
8632,19.0038
8633,19.0026
8633,19.0026
8634,19.0014
8634,19.0014
8635,19.0002
8635,19.0002
8636,18.9989
8636,18.9989
8637,18.9977
8637,18.9977
8638,18.9965
8638,18.9965
8639,18.9953
8639,18.9953
8640,18.9941
8640,18.9941
8641,18.9929
8641,18.9929
8642,18.9918
8642,18.9918
8643,18.9906
8643,18.9906
8644,18.9893
8644,18.9893
8645,18.988
8645,18.988
8646,18.9867
8646,18.9867
8647,18.9853
8647,18.9853
8648,18.984
8648,18.984
8649,18.9827
8649,18.9827
8650,18.9814
8650,18.9814
8651,18.9801
8651,18.9801
8652,18.9788
8652,18.9788
8653,18.9775
8653,18.9775
8654,18.9763
8654,18.9763
8655,18.9752
8655,18.9752
8656,18.974
8656,18.974
8657,18.9729
8657,18.9729
8658,18.9718
8658,18.9718
8659,18.9707
8659,18.9707
8660,18.9696
8660,18.9696
8661,18.9684
8661,18.9684
8662,18.9673
8662,18.9673
8663,18.9662
8663,18.9662
8664,18.9652
8664,18.9652
8665,18.9641
8665,18.9641
